"U:0","U:1","U:2","V","epsilon","k","nut","p","Face Count","Cell Type"
9.9865,-0.20608,0,7.6589e-10,12.016,0.33281,0.0008296,-4.7235,6,12
9.9733,-0.22068,0,7.705e-10,11.998,0.33231,0.00082833,-4.6393,6,12
9.9586,-0.23608,-4.7146e-20,7.7514e-10,11.985,0.33185,0.00082698,-4.5433,6,12
9.9422,-0.25228,0,7.7978e-10,11.975,0.33143,0.00082556,-4.4348,6,12
9.924,-0.26928,0,7.8444e-10,11.971,0.33107,0.00082405,-4.313,6,12
9.9039,-0.28705,0,7.8912e-10,11.972,0.33076,0.00082245,-4.177,6,12
9.8819,-0.30556,-3.953e-20,7.9381e-10,11.979,0.33051,0.00082074,-4.0261,6,12
9.8577,-0.32479,0,7.9851e-10,11.992,0.33033,0.00081892,-3.8596,6,12
9.8312,-0.3447,-7.5289e-20,8.0323e-10,12.013,0.33023,0.00081698,-3.6767,6,12
9.8025,-0.36522,0,8.0796e-10,12.043,0.33021,0.00081489,-3.477,6,12
9.7713,-0.38631,7.0438e-20,8.1271e-10,12.081,0.33028,0.00081264,-3.2598,6,12
9.7377,-0.40789,-6.5856e-20,8.1747e-10,12.13,0.33045,0.00081021,-3.0247,6,12
9.7015,-0.42991,2.7022e-20,8.2224e-10,12.19,0.33072,0.00080756,-2.7715,6,12
9.6626,-0.45226,0,8.2702e-10,12.262,0.3311,0.00080466,-2.4999,6,12
9.6211,-0.47488,0,8.3181e-10,12.347,0.33159,0.00080148,-2.2099,6,12
9.5769,-0.49767,0,8.3662e-10,12.447,0.3322,0.00079797,-1.9016,6,12
9.53,-0.52054,1.4877e-20,8.4144e-10,12.562,0.33293,0.00079409,-1.5752,6,12
9.4804,-0.54339,1.1337e-20,8.4627e-10,12.695,0.33377,0.00078977,-1.2311,6,12
9.4282,-0.56612,7.5957e-21,8.5111e-10,12.847,0.33473,0.00078495,-0.86977,6,12
9.3734,-0.58864,-1.4139e-20,8.5596e-10,13.018,0.3358,0.00077956,-0.492,6,12
9.316,-0.61086,0,8.6082e-10,13.212,0.33698,0.00077352,-0.098611,6,12
9.2561,-0.63268,0,8.6569e-10,13.429,0.33825,0.00076676,0.30938,6,12
9.1939,-0.654,0,8.7057e-10,13.673,0.33961,0.00075917,0.73084,6,12
9.1295,-0.67475,-7.7236e-21,8.7545e-10,13.944,0.34104,0.00075068,1.1645,6,12
9.0631,-0.69484,3.1672e-20,8.8035e-10,14.247,0.34253,0.00074118,1.6089,6,12
8.9948,-0.7142,0,8.8526e-10,14.583,0.34406,0.00073058,2.0626,6,12
8.9247,-0.73275,0,8.9017e-10,14.956,0.34561,0.0007188,2.524,6,12
8.8531,-0.75042,6.8951e-20,8.9509e-10,15.37,0.34718,0.00070577,2.9915,6,12
8.7802,-0.76717,0,9.0002e-10,15.83,0.34873,0.00069141,3.4634,6,12
8.7062,-0.78291,9.1155e-20,9.0495e-10,16.342,0.35027,0.00067569,3.9379,6,12
8.6313,-0.79761,-9.791e-20,9.0989e-10,16.911,0.35178,0.00065861,4.4134,6,12
8.5557,-0.81119,1.0987e-19,9.1484e-10,17.544,0.35327,0.00064019,4.8881,6,12
8.4796,-0.82359,1.2202e-19,9.1979e-10,18.252,0.35473,0.00062051,5.3605,6,12
8.4031,-0.83476,0,9.2475e-10,19.042,0.35621,0.0005997,5.8291,6,12
8.3265,-0.84461,1.5039e-19,9.2971e-10,19.927,0.35773,0.00057797,6.2923,6,12
8.2498,-0.85304,-1.594e-19,9.3467e-10,20.917,0.35934,0.00055556,6.7488,6,12
8.173,-0.85995,0,9.3964e-10,22.026,0.36111,0.00053281,7.1974,6,12
8.0961,-0.86518,-1.8734e-19,9.4461e-10,23.265,0.36313,0.0005101,7.6371,6,12
8.0189,-0.86854,0,9.4958e-10,24.646,0.36549,0.00048783,8.067,6,12
7.9411,-0.86982,-2.1006e-19,9.5455e-10,26.176,0.36833,0.00046646,8.4862,6,12
7.8623,-0.86874,-2.2264e-19,9.5953e-10,27.861,0.37174,0.0004464,8.8943,6,12
7.7821,-0.86497,2.3627e-19,9.6451e-10,29.703,0.37587,0.00042808,9.2907,6,12
7.6997,-0.85817,0,9.6948e-10,31.693,0.38082,0.00041183,9.6751,6,12
7.6146,-0.84799,0,9.7446e-10,33.819,0.3867,0.00039794,10.047,6,12
7.5259,-0.8341,-2.7178e-19,9.7943e-10,36.059,0.39358,0.00038663,10.408,6,12
7.4333,-0.81624,-2.8322e-19,9.844e-10,38.382,0.40151,0.00037801,10.756,6,12
7.336,-0.79423,2.9458e-19,9.8937e-10,40.746,0.41047,0.00037216,11.092,6,12
7.234,-0.76804,0,9.9434e-10,43.104,0.42043,0.00036907,11.415,6,12
7.1271,-0.7378,0,9.993e-10,45.399,0.43126,0.00036869,11.728,6,12
7.0156,-0.70378,3.2984e-19,1.0043e-09,47.571,0.44279,0.00037093,12.029,6,12
6.9001,-0.66641,3.4092e-19,1.0092e-09,49.555,0.45479,0.00037565,12.318,6,12
6.7813,-0.62623,7.0093e-19,1.0141e-09,51.286,0.46697,0.00038268,12.597,6,12
6.6603,-0.58389,3.5953e-19,1.0191e-09,52.704,0.47901,0.00039182,12.865,6,12
6.5382,-0.54007,0,1.024e-09,53.757,0.49055,0.00040288,13.123,6,12
6.4163,-0.49546,7.6547e-19,1.0289e-09,54.403,0.50121,0.00041559,13.37,6,12
6.296,-0.45072,3.8914e-19,1.0339e-09,54.616,0.51065,0.0004297,13.609,6,12
6.1783,-0.40646,-4.0497e-19,1.0388e-09,54.388,0.51854,0.00044495,13.838,6,12
6.0645,-0.36317,-4.0732e-19,1.0437e-09,53.727,0.52464,0.00046107,14.059,6,12
5.9556,-0.3213,-4.2228e-19,1.0485e-09,52.66,0.52873,0.00047779,14.271,6,12
5.8523,-0.28119,0,1.0534e-09,51.229,0.53073,0.00049484,14.476,6,12
5.7553,-0.24311,-1.3014e-18,1.0583e-09,49.49,0.53059,0.00051198,14.674,6,12
5.6652,-0.20725,8.8414e-19,1.0631e-09,47.502,0.52839,0.00052898,14.865,6,12
5.5821,-0.17376,-1.3441e-18,1.0679e-09,45.331,0.52424,0.00054565,15.05,6,12
5.5064,-0.14275,-9.1081e-19,1.0727e-09,43.042,0.51834,0.00056179,15.229,6,12
5.438,-0.11428,0,1.0775e-09,40.696,0.5109,0.00057724,15.402,6,12
5.3767,-0.088403,-9.3455e-19,1.0823e-09,38.346,0.50217,0.00059187,15.569,6,12
5.3225,-0.065123,0,1.0871e-09,36.037,0.49241,0.00060554,15.731,6,12
5.2749,-0.044432,4.7592e-19,1.0918e-09,33.807,0.48188,0.00061816,15.888,6,12
5.2336,-0.026297,-4.8438e-19,1.0965e-09,31.684,0.47081,0.00062964,16.039,6,12
5.1982,-0.010653,0,1.1012e-09,29.686,0.45942,0.0006399,16.184,6,12
5.1682,0.0025888,1.963e-18,1.1059e-09,27.826,0.44791,0.0006489,16.324,6,12
5.143,0.013543,9.8837e-19,1.1105e-09,26.111,0.43646,0.00065659,16.458,6,12
5.1223,0.022351,-9.9873e-19,1.1151e-09,24.542,0.42519,0.00066298,16.586,6,12
5.1054,0.029174,2.0098e-18,1.1197e-09,23.115,0.41422,0.00066806,16.708,6,12
5.0919,0.03419,-1.0129e-18,1.1243e-09,21.827,0.40366,0.00067187,16.823,6,12
5.0813,0.03759,0,1.1288e-09,20.669,0.39357,0.00067446,16.933,6,12
5.0731,0.039571,-1.0256e-18,1.1333e-09,19.634,0.384,0.00067592,17.036,6,12
5.0669,0.040331,1.03e-18,1.1378e-09,18.713,0.375,0.00067634,17.133,6,12
5.0623,0.040063,1.0371e-18,1.1422e-09,17.896,0.36658,0.00067581,17.225,6,12
5.059,0.038955,0,1.1466e-09,17.175,0.35876,0.00067448,17.31,6,12
5.0567,0.037178,1.0474e-18,1.151e-09,16.54,0.35154,0.00067245,17.39,6,12
5.055,0.034891,1.0522e-18,1.1553e-09,15.983,0.3449,0.00066985,17.464,6,12
5.0539,0.032236,0,1.1596e-09,15.497,0.33885,0.00066681,17.533,6,12
5.053,0.029337,0,1.1639e-09,15.074,0.33334,0.00066343,17.597,6,12
5.0522,0.026298,0,1.1681e-09,14.707,0.32836,0.00065982,17.656,6,12
5.0514,0.023207,-1.0685e-18,1.1723e-09,14.39,0.32388,0.00065608,17.71,6,12
5.0505,0.020137,0,1.1764e-09,14.117,0.31986,0.00065227,17.76,6,12
5.0495,0.017144,-1.0752e-18,1.1805e-09,13.884,0.31628,0.00064846,17.806,6,12
5.0482,0.01427,1.0776e-18,1.1845e-09,13.685,0.3131,0.00064471,17.848,6,12
5.0467,0.011546,0,1.1885e-09,13.517,0.31029,0.00064104,17.887,6,12
5.0448,0.0089937,0,1.1924e-09,13.377,0.30781,0.00063748,17.922,6,12
5.0427,0.0066255,-1.0859e-18,1.1963e-09,13.26,0.30564,0.00063406,17.954,6,12
5.0403,0.0044474,4.0725e-22,1.2001e-09,13.164,0.30374,0.00063076,17.983,6,12
5.0376,0.0024598,0,1.2039e-09,13.087,0.30209,0.00062761,18.009,6,12
5.0347,0.00065909,1.092e-18,1.2076e-09,13.026,0.30066,0.00062459,18.033,6,12
5.0315,-0.00096151,-1.0937e-18,1.2113e-09,12.98,0.29943,0.00062169,18.055,6,12
5.0281,-0.0024111,0,1.2149e-09,12.947,0.29838,0.00061891,18.074,6,12
5.0244,-0.0037001,-1.0965e-18,1.2184e-09,12.925,0.29749,0.00061624,18.091,6,12
5.0206,-0.0048401,0,1.2219e-09,12.915,0.29674,0.00061365,18.106,6,12
5.0166,-0.0058429,-1.0992e-18,1.2253e-09,12.913,0.29612,0.00061114,18.119,6,12
5.0125,-0.0067204,1.1004e-18,1.2286e-09,12.921,0.29561,0.0006087,18.131,6,12
5.0083,-0.0074845,2.2033e-18,1.2318e-09,12.936,0.29521,0.0006063,18.14,6,12
5.0039,-0.0081464,0,1.235e-09,12.959,0.29489,0.00060395,18.149,6,12
4.9994,-0.0087168,-3.3106e-18,1.2381e-09,12.988,0.29466,0.00060163,18.156,6,12
4.9949,-0.0092058,-3.3133e-18,1.2412e-09,13.024,0.2945,0.00059933,18.162,6,12
4.9902,-0.0096226,0,1.2441e-09,13.066,0.29441,0.00059704,18.167,6,12
4.9855,-0.0099757,0,1.247e-09,13.114,0.29439,0.00059475,18.171,6,12
4.9808,-0.010273,0,1.2498e-09,13.168,0.29442,0.00059246,18.174,6,12
4.976,-0.010521,0,1.2525e-09,13.226,0.2945,0.00059016,18.175,6,12
4.9712,-0.010727,0,1.2551e-09,13.29,0.29463,0.00058785,18.176,6,12
4.9664,-0.010896,-1.1088e-18,1.2576e-09,13.359,0.2948,0.00058552,18.176,6,12
4.9615,-0.011033,0,1.2601e-09,13.433,0.29502,0.00058316,18.176,6,12
4.9566,-0.011142,1.1101e-18,1.2624e-09,13.511,0.29528,0.00058078,18.174,6,12
4.9517,-0.011229,0,1.2646e-09,13.595,0.29557,0.00057837,18.172,6,12
4.9467,-0.011295,0,1.2668e-09,13.683,0.2959,0.00057593,18.17,6,12
4.9418,-0.011345,2.2239e-18,1.2688e-09,13.776,0.29627,0.00057345,18.166,6,12
4.9368,-0.011382,-2.2251e-18,1.2707e-09,13.873,0.29666,0.00057095,18.163,6,12
4.9317,-0.011406,4.4526e-18,1.2725e-09,13.976,0.29709,0.0005684,18.158,6,12
4.9267,-0.011422,0,1.2743e-09,14.083,0.29755,0.00056582,18.153,6,12
4.9216,-0.011431,-2.2287e-18,1.2758e-09,14.195,0.29804,0.00056321,18.148,6,12
4.9165,-0.011434,-7.9314e-23,1.2773e-09,14.312,0.29856,0.00056055,18.143,6,12
4.9113,-0.011433,0,1.2787e-09,14.434,0.29911,0.00055786,18.137,6,12
4.9061,-0.01143,2.2327e-18,1.2799e-09,14.561,0.29969,0.00055513,18.131,6,12
4.9009,-0.011425,0,1.281e-09,14.693,0.30029,0.00055236,18.124,6,12
4.8956,-0.011421,2.2355e-18,1.282e-09,14.831,0.30093,0.00054956,18.117,6,12
4.8902,-0.011417,0,1.2828e-09,14.974,0.30159,0.00054671,18.11,6,12
4.8848,-0.011417,-2.2385e-18,1.2835e-09,15.122,0.30229,0.00054383,18.102,6,12
4.8794,-0.01142,2.2401e-18,1.2841e-09,15.277,0.30301,0.00054091,18.094,6,12
4.8738,-0.011428,0,1.2845e-09,15.437,0.30376,0.00053795,18.086,6,12
4.8682,-0.011442,2.2435e-18,1.2848e-09,15.604,0.30455,0.00053496,18.078,6,12
4.8625,-0.011464,-4.4906e-18,1.2849e-09,15.777,0.30536,0.00053192,18.069,6,12
4.8567,-0.011493,0,1.2849e-09,15.957,0.30621,0.00052885,18.061,6,12
4.8508,-0.011532,2.2491e-18,1.2847e-09,16.144,0.30709,0.00052575,18.052,6,12
4.8448,-0.011582,-2.2512e-18,1.2844e-09,16.337,0.30801,0.00052261,18.043,6,12
4.8387,-0.011645,-2.2533e-18,1.2839e-09,16.539,0.30896,0.00051943,18.034,6,12
4.8324,-0.011723,0,1.2832e-09,16.748,0.30994,0.00051623,18.025,6,12
4.826,-0.011819,-2.2579e-18,1.2823e-09,16.965,0.31097,0.00051299,18.015,6,12
4.8195,-0.011937,0,1.2813e-09,17.191,0.31203,0.00050972,18.006,6,12
4.8127,-0.012084,-2.2629e-18,1.2801e-09,17.426,0.31313,0.00050641,17.997,6,12
4.8058,-0.012265,0,1.2787e-09,17.67,0.31428,0.00050308,17.987,6,12
4.7987,-0.012489,2.2685e-18,1.2772e-09,17.924,0.31547,0.00049972,17.978,6,12
4.7913,-0.012767,0,1.2754e-09,18.188,0.3167,0.00049632,17.969,6,12
4.7836,-0.013115,0,1.2734e-09,18.463,0.31799,0.00049289,17.961,6,12
4.7756,-0.01355,2.278e-18,1.2713e-09,18.751,0.31933,0.00048943,17.953,6,12
4.7673,-0.014096,0,1.2689e-09,19.051,0.32072,0.00048593,17.945,6,12
4.7585,-0.014786,0,1.2663e-09,19.365,0.32217,0.0004824,17.939,6,12
4.7491,-0.015662,-4.5788e-18,1.2636e-09,19.694,0.32369,0.00047881,17.933,6,12
4.7392,-0.01678,0,1.2605e-09,20.039,0.32528,0.00047518,17.93,6,12
4.7285,-0.018216,-2.2984e-18,1.2573e-09,20.404,0.32694,0.00047149,17.928,6,12
4.7169,-0.020076,0,1.2539e-09,20.791,0.32871,0.00046772,17.929,6,12
4.7041,-0.022507,0,1.2501e-09,21.204,0.33058,0.00046387,17.934,6,12
4.6898,-0.025729,-6.95e-18,1.2462e-09,21.648,0.3326,0.0004599,17.943,6,12
4.6736,-0.030051,0,1.2421e-09,22.132,0.33479,0.00045578,17.959,6,12
4.655,-0.036017,0,1.2376e-09,22.669,0.33721,0.00045146,17.983,6,12
4.633,-0.044302,-2.3405e-18,1.2329e-09,23.281,0.33999,0.00044687,18.017,6,12
4.6076,-0.056755,4.7069e-18,1.228e-09,24.002,0.34327,0.00044184,18.067,6,12
4.5749,-0.074356,2.3691e-18,1.2228e-09,24.911,0.3475,0.00043626,18.128,6,12
4.5433,-0.10624,-7.14e-18,1.2173e-09,26.128,0.35298,0.00042916,18.22,6,12
4.4905,-0.14653,0,1.2116e-09,27.982,0.36178,0.00042099,18.262,6,12
10.061,-0.05167,1.9323e-22,5.8563e-10,12.916,0.34653,0.00083675,-4.9693,6,12
10.061,-0.054193,2.8067e-20,5.8937e-10,12.883,0.34586,0.00083565,-4.9815,6,12
10.061,-0.056922,0,5.9312e-10,12.851,0.34518,0.00083448,-4.9927,6,12
10.061,-0.059891,0,5.969e-10,12.819,0.34451,0.00083325,-5.0022,6,12
10.06,-0.063124,0,6.0069e-10,12.788,0.34382,0.00083195,-5.01,6,12
10.06,-0.066644,0,6.0449e-10,12.759,0.34314,0.00083057,-5.0159,6,12
10.059,-0.070473,5.6654e-20,6.0831e-10,12.73,0.34245,0.00082911,-5.0196,6,12
10.057,-0.074634,0,6.1215e-10,12.702,0.34176,0.00082758,-5.0207,6,12
10.055,-0.079154,2.8053e-20,6.16e-10,12.676,0.34107,0.00082596,-5.0191,6,12
10.053,-0.084057,5.6936e-20,6.1987e-10,12.651,0.34038,0.00082425,-5.0142,6,12
10.05,-0.08937,-2.803e-20,6.2375e-10,12.627,0.33969,0.00082245,-5.0057,6,12
10.047,-0.095119,0,6.2765e-10,12.605,0.339,0.00082056,-4.9932,6,12
10.043,-0.10133,0,6.3157e-10,12.585,0.33832,0.00081857,-4.9763,6,12
10.038,-0.10803,0,6.355e-10,12.566,0.33764,0.00081647,-4.9544,6,12
10.033,-0.11525,5.6593e-20,6.3945e-10,12.55,0.33696,0.00081427,-4.927,6,12
10.027,-0.12301,-8.3877e-20,6.4341e-10,12.535,0.33629,0.00081195,-4.8936,6,12
10.02,-0.13133,-5.6041e-20,6.4738e-10,12.524,0.33563,0.00080952,-4.8536,6,12
10.012,-0.14024,0,6.5138e-10,12.515,0.33499,0.00080695,-4.8063,6,12
10.003,-0.14976,0,6.5538e-10,12.51,0.33435,0.00080426,-4.751,6,12
9.9926,-0.15991,0,6.594e-10,12.508,0.33374,0.00080143,-4.6872,6,12
9.9812,-0.17069,-5.2134e-20,6.6344e-10,12.511,0.33315,0.00079845,-4.614,6,12
9.9684,-0.18213,5.124e-20,6.6749e-10,12.517,0.33259,0.00079531,-4.5308,6,12
9.9542,-0.19423,0,6.7155e-10,12.53,0.33205,0.000792,-4.4369,6,12
9.9384,-0.207,0,6.7563e-10,12.547,0.33155,0.00078851,-4.3313,6,12
9.9211,-0.22042,0,6.7972e-10,12.571,0.3311,0.00078484,-4.2136,6,12
9.9019,-0.23451,0,6.8382e-10,12.602,0.33068,0.00078095,-4.0828,6,12
9.881,-0.24924,0,6.8794e-10,12.641,0.33032,0.00077685,-3.9383,6,12
9.8581,-0.26459,4.5396e-20,6.9207e-10,12.688,0.33002,0.00077251,-3.7793,6,12
9.8332,-0.28055,0,6.9622e-10,12.746,0.32977,0.0007679,-3.6054,6,12
9.8061,-0.29709,4.147e-20,7.0038e-10,12.814,0.3296,0.00076302,-3.4158,6,12
9.7768,-0.31416,0,7.0455e-10,12.894,0.3295,0.00075782,-3.21,6,12
9.7452,-0.33173,-3.404e-20,7.0873e-10,12.988,0.32949,0.00075229,-2.9877,6,12
9.7112,-0.34976,3.1305e-20,7.1293e-10,13.097,0.32956,0.00074639,-2.7483,6,12
9.6748,-0.36818,-2.8026e-21,7.1713e-10,13.221,0.32973,0.00074009,-2.4918,6,12
9.6359,-0.38695,0,7.2135e-10,13.364,0.33,0.00073335,-2.2179,6,12
9.5944,-0.406,0,7.2558e-10,13.527,0.33036,0.00072612,-1.9266,6,12
9.5504,-0.42527,0,7.2983e-10,13.712,0.33083,0.00071837,-1.618,6,12
9.5038,-0.44469,-3.154e-20,7.3408e-10,13.922,0.33141,0.00071003,-1.2924,6,12
9.4546,-0.46419,-1.3132e-20,7.3835e-10,14.158,0.3321,0.00070107,-0.95007,6,12
9.4029,-0.48371,-8.8076e-21,7.4262e-10,14.424,0.33289,0.00069143,-0.59162,6,12
9.3486,-0.50317,0,7.4691e-10,14.723,0.33378,0.00068105,-0.2177,6,12
9.2919,-0.5225,0,7.512e-10,15.058,0.33478,0.00066989,0.17089,6,12
9.2328,-0.54164,0,7.5551e-10,15.433,0.33588,0.00065789,0.57319,6,12
9.1714,-0.56051,0,7.5982e-10,15.853,0.33707,0.00064501,0.98811,6,12
9.1078,-0.57906,2.7044e-21,7.6415e-10,16.322,0.33834,0.00063122,1.4145,6,12
9.0421,-0.59722,0,7.6848e-10,16.847,0.3397,0.00061648,1.8509,6,12
8.9744,-0.61492,0,7.7282e-10,17.434,0.34114,0.00060078,2.296,6,12
8.905,-0.63211,3.6608e-20,7.7717e-10,18.09,0.34266,0.00058415,2.7483,6,12
8.8339,-0.64873,-8.0782e-20,7.8153e-10,18.824,0.34425,0.0005666,3.2062,6,12
8.7613,-0.66471,4.9232e-20,7.859e-10,19.646,0.34593,0.00054821,3.668,6,12
8.6873,-0.67999,-1.07e-19,7.9027e-10,20.568,0.34772,0.00052907,4.1322,6,12
8.6121,-0.69449,0,7.9465e-10,21.602,0.34964,0.00050932,4.5971,6,12
8.5357,-0.70813,0,7.9904e-10,22.763,0.35173,0.00048913,5.0609,6,12
8.4583,-0.7208,0,8.0343e-10,24.067,0.35404,0.00046872,5.5222,6,12
8.3799,-0.73239,-8.3174e-20,8.0782e-10,25.531,0.35664,0.00044836,5.9793,6,12
8.3005,-0.74273,-1.7685e-19,8.1223e-10,27.172,0.35961,0.00042833,6.4309,6,12
8.2198,-0.75164,0,8.1664e-10,29.008,0.36305,0.00040895,6.8754,6,12
8.1377,-0.75889,0,8.2105e-10,31.053,0.36708,0.00039054,7.3117,6,12
8.0539,-0.76418,3.3139e-19,8.2547e-10,33.32,0.37182,0.00037342,7.7387,6,12
7.9679,-0.76719,0,8.2989e-10,35.815,0.37738,0.00035788,8.1553,6,12
7.8793,-0.76754,0,8.3431e-10,38.537,0.38389,0.00034418,8.5608,6,12
7.7873,-0.76484,-2.644e-19,8.3874e-10,41.474,0.39144,0.00033251,8.9546,6,12
7.6915,-0.75868,-2.7671e-19,8.4317e-10,44.604,0.4001,0.000323,9.3362,6,12
7.5912,-0.74872,0,8.476e-10,47.889,0.40989,0.00031575,9.7054,6,12
7.486,-0.73468,0,8.5203e-10,51.279,0.4208,0.00031078,10.062,6,12
7.3756,-0.71637,3.1788e-19,8.5646e-10,54.709,0.43273,0.00030804,10.406,6,12
7.2601,-0.69379,3.3145e-19,8.6089e-10,58.101,0.44554,0.00030749,10.739,6,12
7.1396,-0.66707,-3.4483e-19,8.6533e-10,61.37,0.45904,0.00030902,11.06,6,12
7.0146,-0.63651,0,8.6976e-10,64.421,0.47296,0.00031251,11.369,6,12
6.8858,-0.60257,0,8.7419e-10,67.162,0.487,0.00031782,11.668,6,12
6.7544,-0.56583,0,8.7862e-10,69.502,0.50082,0.0003248,11.957,6,12
6.6215,-0.52696,-3.9443e-19,8.8304e-10,71.362,0.51407,0.00033329,12.236,6,12
6.4884,-0.48667,-2.6894e-21,8.8746e-10,72.678,0.5264,0.00034313,12.507,6,12
6.3564,-0.44568,-2.8768e-21,8.9188e-10,73.405,0.53745,0.00035415,12.768,6,12
6.2268,-0.40467,0,8.963e-10,73.52,0.54693,0.00036619,13.022,6,12
6.1008,-0.36423,0,9.0071e-10,73.025,0.55459,0.00037906,13.267,6,12
5.9796,-0.32488,-4.559e-19,9.0511e-10,71.947,0.56023,0.00039261,13.504,6,12
5.864,-0.28703,-4.6646e-19,9.0951e-10,70.331,0.56373,0.00040666,13.734,6,12
5.7548,-0.25099,4.7651e-19,9.139e-10,68.243,0.56503,0.00042105,13.957,6,12
5.6527,-0.21697,-4.8605e-19,9.1828e-10,65.759,0.56417,0.00043562,14.172,6,12
5.558,-0.18511,0,9.2266e-10,62.965,0.56123,0.00045022,14.381,6,12
5.4709,-0.15548,1.0045e-18,9.2702e-10,59.948,0.55635,0.00046469,14.584,6,12
5.3917,-0.12811,0,9.3138e-10,56.792,0.54972,0.0004789,14.78,6,12
5.3201,-0.10299,5.1908e-19,9.3572e-10,53.576,0.54158,0.00049271,14.97,6,12
5.2562,-0.080106,0,9.4006e-10,50.369,0.53215,0.000506,15.154,6,12
5.1997,-0.059422,5.3069e-19,9.4438e-10,47.23,0.5217,0.00051864,15.333,6,12
5.1503,-0.040895,0,9.4869e-10,44.206,0.51047,0.00053052,15.506,6,12
5.1076,-0.024481,0,9.5298e-10,41.331,0.49869,0.00054153,15.673,6,12
5.0712,-0.010126,-1.0987e-18,9.5726e-10,38.63,0.48657,0.00055159,15.834,6,12
5.0405,0.0022353,-5.5521e-19,9.6152e-10,36.119,0.47432,0.0005606,15.99,6,12
5.0152,0.01268,0,9.6577e-10,33.805,0.46209,0.0005685,16.139,6,12
4.9947,0.021298,-1.1291e-18,9.7e-10,31.688,0.45004,0.00057523,16.283,6,12
4.9784,0.028197,-1.7055e-18,9.7421e-10,29.765,0.43826,0.00058077,16.42,6,12
4.9659,0.033497,0,9.784e-10,28.028,0.42687,0.0005851,16.552,6,12
4.9567,0.037333,-1.1536e-18,9.8258e-10,26.468,0.41593,0.00058825,16.677,6,12
4.9502,0.039849,0,9.8673e-10,25.071,0.4055,0.00059026,16.795,6,12
4.946,0.041198,-5.8326e-19,9.9086e-10,23.827,0.39562,0.0005912,16.907,6,12
4.9436,0.041533,5.8665e-19,9.9496e-10,22.723,0.38633,0.00059115,17.013,6,12
4.9428,0.041009,-1.1809e-18,9.9904e-10,21.746,0.37763,0.00059021,17.112,6,12
4.943,0.039777,0,1.0031e-09,20.884,0.36954,0.00058849,17.205,6,12
4.9441,0.037976,0,1.0071e-09,20.127,0.36205,0.00058613,17.292,6,12
4.9457,0.03574,0,1.0111e-09,19.464,0.35515,0.00058322,17.374,6,12
4.9475,0.033186,0,1.0151e-09,18.884,0.34883,0.0005799,17.449,6,12
4.9495,0.030419,0,1.019e-09,18.38,0.34306,0.00057628,17.52,6,12
4.9515,0.027531,0,1.023e-09,17.942,0.33782,0.00057245,17.584,6,12
4.9532,0.024598,6.079e-19,1.0268e-09,17.564,0.33309,0.00056851,17.645,6,12
4.9547,0.021684,0,1.0307e-09,17.239,0.32883,0.00056453,17.7,6,12
4.9559,0.018838,0,1.0345e-09,16.96,0.32502,0.00056057,17.751,6,12
4.9566,0.016098,1.2266e-18,1.0383e-09,16.723,0.32161,0.00055667,17.798,6,12
4.957,0.013494,-2.4598e-18,1.042e-09,16.522,0.31859,0.00055288,17.841,6,12
4.9569,0.011044,0,1.0457e-09,16.354,0.31591,0.00054922,17.88,6,12
4.9563,0.0087615,1.235e-18,1.0494e-09,16.214,0.31354,0.00054569,17.916,6,12
4.9554,0.0066515,0,1.053e-09,16.1,0.31147,0.00054232,17.948,6,12
4.954,0.0047156,3.1767e-22,1.0566e-09,16.008,0.30966,0.0005391,17.978,6,12
4.9522,0.0029512,1.2414e-18,1.0601e-09,15.936,0.30808,0.00053602,18.004,6,12
4.9501,0.0013527,1.2431e-18,1.0636e-09,15.882,0.30671,0.00053308,18.028,6,12
4.9476,-8.7378e-05,0,1.067e-09,15.845,0.30554,0.00053026,18.05,6,12
4.9448,-0.0013782,0,1.0704e-09,15.821,0.30454,0.00052756,18.069,6,12
4.9417,-0.0025296,2.4948e-18,1.0738e-09,15.811,0.30369,0.00052496,18.087,6,12
4.9384,-0.0035522,1.2484e-18,1.0771e-09,15.813,0.30298,0.00052245,18.102,6,12
4.9348,-0.0044565,1.2496e-18,1.0803e-09,15.826,0.30239,0.00052002,18.116,6,12
4.931,-0.0052529,-1.2505e-18,1.0835e-09,15.849,0.30192,0.00051765,18.128,6,12
4.927,-0.0059517,0,1.0866e-09,15.881,0.30155,0.00051533,18.138,6,12
4.9229,-0.0065624,1.2518e-18,1.0897e-09,15.922,0.30127,0.00051306,18.147,6,12
4.9186,-0.0070943,1.3561e-22,1.0927e-09,15.971,0.30108,0.00051082,18.154,6,12
4.9142,-0.0075556,1.2532e-18,1.0956e-09,16.028,0.30096,0.0005086,18.16,6,12
4.9096,-0.0079543,0,1.0985e-09,16.093,0.30091,0.0005064,18.165,6,12
4.905,-0.0082975,0,1.1013e-09,16.164,0.30093,0.0005042,18.169,6,12
4.9002,-0.0085916,0,1.1041e-09,16.243,0.301,0.00050201,18.172,6,12
4.8954,-0.0088425,0,1.1067e-09,16.328,0.30113,0.00049982,18.174,6,12
4.8905,-0.0090556,-1.2551e-18,1.1093e-09,16.42,0.30131,0.00049762,18.175,6,12
4.8856,-0.0092356,1.2554e-18,1.1119e-09,16.518,0.30154,0.00049541,18.175,6,12
4.8805,-0.0093868,0,1.1143e-09,16.622,0.30181,0.00049319,18.174,6,12
